,id,name,surname,birthdate,deathdate,nationality,artist,complete_name,entity_name
4396,Q55287305,,Ye,2000-01-06,,TW,2AfmfGFbe0A0WsTYm0SDTx,,Shuhua
4397,Q56761923,Minnie,,1997-10-23,,TH,2AfmfGFbe0A0WsTYm0SDTx,,Minnie
4398,Q55287306,Song Yuq,Song,1999-09-23,,CN,2AfmfGFbe0A0WsTYm0SDTx,,Song Yuqi
4399,Q56259927,Mi-yeon,Jo,1997-01-31,,KR,2AfmfGFbe0A0WsTYm0SDTx,조미연,Cho Mi-yeon
4400,Q61100297,Su-jin,Seo,1998-03-09,,KR,2AfmfGFbe0A0WsTYm0SDTx,,Seo Soo-jin
4401,Q17411383,Siti,Badriah,1991-11-11,,ID,7uFoXSuGpa1zjda9SgmqFk,,Siti Badriah
4402,Q2272493,Florence,Welch,1986-08-28,,GB,1moxjboGR7GNWYIMWsRjgG,Florence Leontine Mary Welch,Florence Welch
4403,Q6078096,Isabella,Summers,1980-10-31,,GB,1moxjboGR7GNWYIMWsRjgG,,Isabella Summers
4404,Q322854,David,Araújo Antunes,1991-07-30,,PT,6tIIe4TjUAUBgebA9j53ch,David Araújo Antunes,David Carreira
4405,Q947840,Hayko,Cepkin,1978-03-11,,TR,3hzijSzD6IwOV4SY2SiWQp,,Hayko Cepkin
4406,Q463835,Yangchen,Han,1971-09-26,,CN,1kLqxXjyc7OwDJopftAH86,,Han Hong
4407,Q48654131,Netta,Barzilai,1993-01-22,,IL,4Z4afeDmHFxPmJorIwupbZ,,Netta Barzilai
4408,Q52151598,Jarad Anthony,Higgins,1998-12-02,2019-12-08,US,4MCBfE4596Uoi2O4DtmEMz,Jarad Anthony Higgins,Juice Wrld
4409,Q44697060,Cesar,Sampson,1983-08-18,,AT,3U4YeD9p381pXkebifD865,,Cesár Sampson
4410,Q43571872,Mikolas,Josef,1995-10-04,,CZ,6Kz7MXIUFMtp5Ts91lagtR,,Mikolas Josef
4411,Q1242168,Michael,Schulte,1990-04-30,,DE,21aa4pj9BvbFB2iT8kRpnq,,Michael Schulte
4412,Q4493489,Eleni,Foureira,1987-03-07,,GR,39E15l8zeCDYpSZwFNX4G2,,Eleni Foureira
4413,Q39073987,Ruel Vincent,van Dijk,2002-10-29,,AU,5xkAtLTf309LAGZTbvULBn,Ruel Vincent Van Dijk,Ruel
4414,Q56043391,Carmouflage,Rose,,,,31h66YPpyZlmecPqCaeS4H,,Carmouflage Rose
4415,Q3163030,Jasper,Steverlinck,1976-04-30,,BE,5M9Q9H6jHj5txCVX5KSM8V,,Jasper Steverlinck
4416,Q41259564,Laura,Groeseneken,1990-04-30,,BE,1gPtrRX6TUbbsPjw9nUEiP,Laura Groeseneken,Laura Groeseneken
4417,Q390035,,Gordon,1979-01-24,,JM,4RfTXjK9aiiIKDaKUHpL57,,Busy Signal
4418,Q10357536,Rashid,,1988-03-21,,BR,5WgRuO0mhM36NFoapzpWBH,,Rashid
4419,Q253942,Cassandra,Peterson,1951-09-17,,US,1cZ7wbru3wHUmb3vAX2IdG,,Cassandra Peterson
4420,Q15410584,Zhanna,,1985-10-20,,BG,6Q7UV9Oa87GypGTKiuOh6f,,Zhana Bergendorff
4421,Q51131875,Vladimir,Mahailov (singer),,,BG,6Q7UV9Oa87GypGTKiuOh6f,,Vladimir Mahailov (singer)
4422,Q1835994,Jordan,Roseman,1982-03-25,,US,5un78gf3HzGs8Kgeoflgna,Jordan Roseman,DJ Earworm
4423,Q55599574,Rémy,Camus,1997-08,,,1rT9J8vtPCzEKL7oGntxnr,Rémy Camus,Rémy
4424,Q6287615,Joseph,Vincent,1989-08-15,,US,40JlNF1w2OiSOyj1nC4y0I,,Joseph Vincent
4425,Q7384395,Ryan,O'Shaughnessy,1992-09-27,,IE,5xxkw4ElO0WX3v4i1W5kAQ,,Ryan O'Shaughnessy
4426,Q58744151,Carlo,,1989-09-23,,IT,29nrwultxQ8jENVmXoyMqK,,Carl Brave
4427,Q60693296,Federico,Bertolini,1992-07-04,,IT,2KkO9uXHF9BVNJASjLekAc,,Franco126
4428,Q22670953,Federica,Abbate,1991-01-23,,IT,05brE7yGJDmIYlMirfSi0B,,Federica Abbate
4429,Q106472315,Sean Michael,Loria,1993-03-20,,IT,3kgjDFMkBBMlr7DXoBYDA0,,Pretty Solero
4430,Q2737611,Willem,Bijkerk,1980-04-20,,NL,5iuXjsXsTXs8lwmqzsF6dZ,Willem Bijkerk,Waylon
4431,Q428490,Seung-hyeon,Lee,1990-12-12,,KR,20j1uz7iDOtIvIzCr5S8nx,이승현,Seungri
4432,Q2330139,Stan,Walker,1990-10-23,,AU,7fRw4ouudxR1jHgyrTIKuY,,Stan Walker
4433,Q28784685,Danielle Marie,Bregoli,2003-03-26,,US,7DuTB6wdzqFJGFLSH17k8e,Danielle Peskowitz Bregoli,Bhad Bhabie
4434,Q55392507,Michał,Szczygieł,1999,,,3LnV4Ef0wfc2ATFF4IAW5z,,Michał Szczygieł
4435,Q50410249,Ieva,Zasimauskaitė,1993-07-02,,LT,0LJ84eGN5V4Av9rj4xzLSS,,Ieva Zasimauskaitė
4436,Q25442068,Konstantin Kostiantyn,Bocharov,1997-04-11,,UA,4nym9MDEPnWmPfuWwsyKeL,,Melovin
4437,Q48038187,SuRie,,1989-02-18,,GB,4ufOssbJqddb9FzTewwXal,,SuRie
4438,Q46366625,Elina,Netšajeva,1991-11-10,,EE,3FNauFXOs09Shm47H71Nsg,,Elina Netšajeva
4439,Q18608743,Lea,Sirk,1989-09-01,,SI,7IVoEUsdtoKVbab3dwvWpQ,,Lea Sirk
4440,Q9112768,Rose,Liu,1986-09-14,,US,1LGJHpsAhfP1QX26plFrFn,,Rose Liu
4441,Q9320789,Peter,Hsui,1959-12-24,,TW,7q287jy77NJXRUq9w3ScgB,,Peter Hsui
4442,Q50527563,Dominique Armani,Jones,1994-12-03,,US,5f7VJjfbwm532GiveGC0ZK,Dominique Armani Jones,Lil Baby
4443,Q6396353,Kevin Jerome,Gilyard,1986-02-05,,US,1gPhS1zisyXr5dHTYZyiMe,Kevin Jerome Gilyard,Kevin Gates
4444,Q1165563,Dino,,1987-06-11,,GB,4q6hTJmeYXCwp0ivdtoSWA,Costadinos Contostavlos,Dappy
4445,Q236066,Amanda Joy,Michalka,1991-04-10,,US,4fUHIq4b5WARbnYXe2UH2x,Amanda Joy Michalka,AJ Michalka
4446,Q85756383,Deno,,2002-09-23,,,58ICshZ0AgBMNJiLHK3U8l,,Deno
4447,Q358087,Micheal Ray,Stevenson,1989-11-19,,US,5LHRHt1k9lMyONurDHEdrp,Micheal Ray Stevenson,Tyga
4448,Q26696560,Jake,Reese,1984-07-25,,,0eBOZ74PcpQb3SisNPgaRQ,,Jake Reese
4449,Q54606507,Julian,Dzeko,1992-05-03,,CA,5vQfv3s2Z2SRdPZKr82ABw,Julian Dzeko,Dzeko
4450,Q7117493,Raynford,Humphrey,1986-01-08,,CA,0bdJZl7TDeiymDYzMJnVh2,Raynford Humphrey,Preme
4451,Q2657491,Niels,Destadsbader,1988-08-19,,BE,4AripACtwIVH69NdCbsJus,,Niels Destadsbader
4452,Q24275199,Slimane,Nebchi,1989-10-13,,FR,4OV6uYSnHxSYkjDYuBVBUz,Slimane Nebchi,Slimane
4453,Q996607,Stephen,Feng,1974-08-09,,,5h0VUGq3Pn45E3rcz9oe66,馮進財,Stephen Fung
4454,Q6768659,Mark,Lei,1969-07-09,,,5h0VUGq3Pn45E3rcz9oe66,,Mark Lui
4455,Q59853362,Ryad,Kartoum,2001-11-07,,FR,2s7fZ34RK8RUJQ2ewsh6I5,,RK
4456,Q3128868,Hayley,Warner,1992-01-23,,AU,1xrvnT8IPYpS6iOkAq8tLt,,Hayley Warner
4457,Q55614888,James,Newman,1985-10-19,,GB,4iaTgZRy5aVnImDyRJn61n,,James Newman
4458,Q455959,Arjen,Anthony Lucassen,1960-04-03,,NL,5hBg0IBoDtkqR9mjsiyFni,,Arjen Anthony Lucassen
4459,Q23883254,Joe,Chawki,1982-08-25,,,79b2ipSR68Uf9EzA438KZt,,Joe Chawki
4460,Q13107371,Brahim,Mahrez,1972,,FR,6QjpOBMBFFDBr235rBYMFr,,Brahim Mahrez
4461,Q1903811,Martin,Gallop,1962,,CA,46WkN3HXolXQ0uLeZZ8Xym,,Martin Gallop
4462,Q7143191,Pat,Alger,1947-09-23,,US,5fd1olImQGqWTqg1r0zqMW,,Pat Alger
4463,Q15636208,Ummet,Ozcan,1982-08-16,,NL,7e1BNCygl2Gf7CX8LrByPv,,Ummet Ozcan
4464,Q6500085,Laurell,,1979-04-20,,CA,69Pm1OWlxk1tbYphlkcKHR,,Laurell
4465,Q375820,Fedde,Le Grand,1977-09-07,,NL,7dc6hUwyuIhrZdh80eaCEE,,Fedde le Grand
4466,Q25493801,August,Darnell,1950-08-12,,US,6U9Xz6BOxbkbQpkSHvquzz,,August Darnell
4467,Q321748,Paul,Levy,1971-05-28,,GB,2bHgAaZ7qbGbMMXwAQm48I,,General Levy
4468,Q5997962,Özgün,Uğurlu,1979-10-19,,TR,2DJNQjrMqbyGFax9mgHm3f,,Özgün
4469,Q164446,Joseph,Adenuga,1982-09-19,,NG,2p1fiYHYiXz9qi0JJyxBzN,Joseph Junior Adenuga,Skepta
4470,Q54861371,Zhavia,Ward,2001-03-06,,US,1CO6e7WRJvSFenmQO8n64C,,Zhavia Ward
4471,Q299138,Scott Ramon,Seguro Mescudi,1984-01-30,,US,0fA0VVWsXO9YnASrzqfmYu,Scott Ramon Seguro Mescudi,Kid Cudi
4472,Q15291033,Tahliah Debrett,Barnett,1988-01-17,,GB,6nB0iY1cjSY1KyhYyuIIKH,Tahliah Debrett Barnett,FKA Twigs
4473,Q63616405,DJ,SpinKing,,,,1qSJaftSab2kTTsj7fLxvM,,DJ SpinKing
4474,Q2579371,Sascha,Konietzko,1961-06-21,,DE,0dUyjgCyjfj5eMx6bX2TWf,,Sascha Konietzko
4475,Q363596,Tim,Sköld,1966-12-14,,SE,0dUyjgCyjfj5eMx6bX2TWf,,Tim Sköld
4476,Q4516709,Lucia,Cifarelli,1970-09-23,,US,0dUyjgCyjfj5eMx6bX2TWf,,Lucia Cifarelli
4477,Q25094129,Mike,Singer,2000-01-20,,DE,1LRpAVWq5z6VZMG3tTdZKU,,Mike Singer
4478,Q57659158,Frederic,Kennett,1997-10-19,,,7wg1qvie3KqDNQbAkTdbX0,,Frederic Kennett
4479,Q57659100,Robert,Hauldren,1996-09-07,,,7wg1qvie3KqDNQbAkTdbX0,,Robert Hauldren
4480,Q25768297,Wafia,,1993-08-04,,,0FL2d6iFFNAV3yBUbXjZ1U,,Wafia
4481,Q705424,Gary,Lightbody,1976-06-15,,IE,3rIZMv9rysU7JkLzEaC5Jp,,Gary Lightbody
4482,Q40096,Willard Carroll,Smith,1968-09-25,,US,41qil2VaGbD194gaEcmmyx,Willard Carroll Smith Jr.,Will Smith
4483,Q5041091,Carla,Morrison,1986-07-19,,MX,0XK6kT7xcZAlcYrNjOgzJe,Carla Patricia Morrison Flores,Carla Morrison
4484,Q28843759,Rosalía,Vila,1992-09-25,,ES,7ltDVBr6mKbRvohxheJ9h1,Rosalía Vila Tobella,Rosalía
4485,Q912066,Oscar,Alemán,1909-02-20,1980-10-14,AR,4QFG9KrGWEbr6hNA58CAqE,,Oscar Alemán
4486,Q4925264,Blas,Cantó,1991-10-26,,ES,3IJtdFn9IKbFvNvZqOJA46,Blas Cantó Moreno,Blas Cantó Moreno
4487,Q7383560,Rudy Frans Juhani,Kulmala,1983-11-30,,FI,2AHLeXCzAB77q0680DNtr5,,Ruudolf
4488,Q7885176,Dan Ahti,Tolppanen,1981-06-11,,FI,1528laR5p1e468jJCwCkoZ,,Uniikki
4489,Q7397925,Sadie,Jemmett,1970-12-16,,GB,774YcMz0dVdbjA6TNol5MY,,Sadie Jemmett
4490,f13422bb-5685-46d3-8009-342abf8866d1,Gerard,Gambus,,,,6SkzvmXHwMtqhP50U76nBW,,Gerard Gambus
4491,Q52586206,NIKI,,1999-01-24,,ID,17zv49Flq5uvwCWDlJD6Bp,,NIKI
4492,Q449908,Chayanne,,1968-06-28,,PR,1dBKe7HabNnrGm5qJjHEzO,,Chayanne
4493,Q21096602,Jack,Johnson,1996-03-24,,US,1INuLZXjjVbcJRyWvD1iSq,,Jack Johnson
4494,Q11959041,Arne,Hurlen,1970-07-17,,NO,3DdqT0OIZY3arBWnZ3NJeb,,Arne Hurlen
4495,Q11991323,Nicolai,Hauan,1971-04-11,,NO,3DdqT0OIZY3arBWnZ3NJeb,,Nicolai Hauan
4496,Q11991505,Nils,Time,1972-01-28,,NO,3DdqT0OIZY3arBWnZ3NJeb,,Nils Petter Time
4497,Q17100122,Øyvind,Kolset,1971-03-19,,NO,3DdqT0OIZY3arBWnZ3NJeb,,Øyvind Kolset
4498,Q11995274,Per,Madsen,1968-05-13,,NO,3DdqT0OIZY3arBWnZ3NJeb,,Per Sarin Madsen
4499,Q149703,Monika Maria,Brodka,1988-02-07,,PL,7Mvdqqb9zWNEcQkOSZRaI0,,Monika Brodka
4500,Q11797650,Olaf,Deriglasoff,1963-03-10,,PL,7Mvdqqb9zWNEcQkOSZRaI0,,Olaf Deriglasoff
4501,Q5368787,Emade,,1981-12-15,,PL,7Mvdqqb9zWNEcQkOSZRaI0,,Emade
4502,Q5242353,Dawid,Podsiadło,1993-05-23,,PL,7Mvdqqb9zWNEcQkOSZRaI0,,Dawid Podsiadło
4503,Q4759707,Andrzej,Smolik,1970-02-10,,PL,7Mvdqqb9zWNEcQkOSZRaI0,,Andrzej Smolik
4504,Q6440240,Krzysztof,Zalewski-Brejdygant,1984-08-24,,PL,7Mvdqqb9zWNEcQkOSZRaI0,Krzysztof Zalewski-Brejdygant,Krzysztof Zalewski
4505,Q56328133,Guzior,,1992-07-16,,PL,7uWyXPJ04ihdQdYGGw3xVV,,Guzior
4506,Q59656182,Victor,Leksell,1997-04-04,,SE,6RJXSfbIkEMoCJ8GAg2dVO,,Victor Leksell
4507,Q100387607,Thrife,Jack,1997-06-26,,SE,6iNTGd6T0cxg1H8IIaZTlt,,Thrife Jack
4508,Q68624823,Dree,Low,1994-09-17,,SE,3tNPDodRNuLdezJnTsYOqy,,Dree Low
4509,Q2599,Paul James,McCartney,1942-06-18,,GB,2TNijh48oKtoXSp0imx7t5,James Paul McCartney,Paul McCartney
4510,Q238827,Anna-Catherine,Hartley,1987-12-09,,US,2s6lxOYvvCvzpHtd3VyuMj,,Uffie
4511,Q97212735,Tankut,Tan,1991-11-27,,TR,4ESPwgMOkNWv8mZIfe2mdO,Tankut Tan,Tankurt Manas
4512,Q453260,Deniz,Seki,1970-07-01,,TR,28bHkFlKKHHudmgvnfYpiJ,,Deniz Seki
4513,Q713068,Qīngfēng,Wu,1982-08-30,,TW,5a5vu4RzsAHdKN0aYyblZ8,,Wu Qing-feng
4514,Q29033458,Ella Mai,Howell,1994-11-03,,GB,7HkdQ0gt53LP4zmHsL0nap,Ella Mai Howell,Ella Mai
4515,27b267fd-cb7f-4617-8156-21aec85a83dd,Jonathon,George,,,,5Pb27ujIyYb33zBqVysBkj,Jonathon George,Jon George
4516,98483f11-a78d-4488-b092-e49cd2f3b860,James,Douglas Roy Hunt,,,,5Pb27ujIyYb33zBqVysBkj,,James Douglas Roy Hunt
4517,b20e5100-0d85-4a51-8796-fc3f3f355fbd,Tyrone Ken,Lindqvist,,,,5Pb27ujIyYb33zBqVysBkj,Tyrone Ken Lindqvist,Tyrone Lindqvist
4518,Q76629309,Xhensila,Myrtezaj,1993-04-09,,,3M9EMaTryR42e52Pz2HiV2,,Xhensila Myrtezaj
4519,Q11242447,Salu,,1988,,JP,6BXGjjGXaYHvpWTuKZfHiQ,,Salu
4520,Q61586861,Raúl Alejandro,Ocasio,1993,,PR,1mcTU81TzQhprhouKaTkpq,Raúl Alejandro Ocasio Ruiz Jr,Rauw Alejandro
4521,Q16731614,Charlie,Looker,1980,,US,4L5SLCIDWPPNGzrLraYCOS,,Charlie Looker
4522,Q57943859,Eetu,Kalavainen,1989-11-14,,FI,0wF3Gc1ZfEIFcxMKX7ksJk,,Eetu
4523,Q29641372,Tobias,Forge,1981-03-03,,SE,1Qp56T7n950O3EGMsSl81D,,Tobias Forge
4524,Q85082630,Muhammad,Arsy Widianto,1999-11-26,,,7j5PGC0BF48rRtcmgbVvOT,Muhammad Arsy Widianto,Arsy Widianto
4525,Q28037234,Filippo Maria,Fanti,1995-12-20,,IT,5iot8OPcosJN9nCl7I5SdK,,Irama
4526,Q216934,Sean,Kingston,1990-02-03,,JM,6S0dmVVn4udvppDhZIWxCr,Kisean Paul Anderson,Sean Kingston
4527,Q26224945,Dyna,,1985-03-14,,NL,0icP5fTpaY52Ll9QHNRrFT,,Dyna
4528,Q85972148,Khontkar,,1991-07-24,,,1iJrQKRh5aJnp6cG5lpITr,,Khontkar
4529,Q10362913,,Lin,,,HK,1M9G5HbEeGkueCTaHNsGUN,,樂仕
4530,Q15935,Kanye Ye,West,1977-06-08,,US,2hPgGN4uhvXAxiXQBIXOmE,Kanye Omari West,Kanye West
4531,Q299138,Scott Ramon,Seguro Mescudi,1984-01-30,,US,2hPgGN4uhvXAxiXQBIXOmE,Scott Ramon Seguro Mescudi,Kid Cudi
4532,Q367447,Louis Leo,Prima,1910-12-07,1978-08-24,US,52lBOxCxbJg0ttXEW9CQpW,Louis Leo Prima,Louis Prima
4533,Q38875,Dante,Terrell Smith,1973-12-11,,US,6r2niOTnexy9xss5g8GWXH,Dante Terrell Smith,Mos Def
4534,Q55613105,Sergio Giavanni,Kitchens,1993-06-14,,US,2hlmm7s2ICUX0LVIhVFlZQ,Sergio Giavanni Kitchens,Gunna
4535,Q260424,Left,Boy,1988-12-17,,AT,2gIGkRqCo4NK2PUCI8u4aQ,,Left Boy
4536,Q49244329,Juri,,1950,,,6SGVQ8bD0Hab6BItkqWVuJ,,Juri
4537,Q55092613,Scenzah,,1986-07-22,,,6zuB9C5kSTT9InMFFSibOI,,Scenzah
4538,Q58755094,Lalo,Ebratt,1993-02-03,,CO,1GAymyGBvB4gQy5Z5LZ1Wj,,Lalo Ebratt
4539,Q667014,Antoine,,1975-06-23,,CH,6yTYR09WCvsgdnurDW4WQo,,DJ Antoine
4540,Q510408,Lââm,,1971-09-01,,FR,0AvmzQcrG34vvnXwwXy06A,,Lââm
4541,Q16299514,Mikko,Järvinen,1943-12-04,,FI,63JhWoUKA1cXWtG0rFJoUL,,Mikko Järvinen
4542,Q182725,Jamesetta,Hawkins,1938-01-25,2012-01-20,US,3Lc2yroP05lRK5z9NtQTkc,Jamesetta Hawkins,Etta James
4543,Q5380595,Teemu,Brunila,1976-11-24,,FI,7avo0PmlW8O1YLEt9DnWQT,,Teemu Brunila
4544,dc7dfb80-cafb-4043-8a64-358aac65484b,Chubby,Cherry,,,,7avo0PmlW8O1YLEt9DnWQT,,Chubby Cherry
4545,bbe2a35c-f038-4eaf-9a24-151e0d83992c,Goldie,Foxx,,,,7avo0PmlW8O1YLEt9DnWQT,,Goldie Foxx
4546,3d632842-8d7f-4738-bd61-2d33f8831363,Philip,Larsen,,,,7avo0PmlW8O1YLEt9DnWQT,,Philip Larsen
4547,63c5b4c1-569a-4b4f-aafd-21e91bb60594,Dyna,Mink,,,,7avo0PmlW8O1YLEt9DnWQT,,Dyna Mink
4548,15221bd8-4e50-4516-aa49-eaeac67e7230,Darren,Stokes,,,GB,7avo0PmlW8O1YLEt9DnWQT,,Darren Stokes
4549,Q57943877,Kevin,Tandu,,,FI,7b2nbNSjOwzjgraV3LvNEu,,Kevin Tandu
4550,Q26098569,Aleksi Matias,Kaunisvesi,1997-11-01,,FI,1AqQ7buD0q6SRbQtYQUnou,Aleksi Matias Kaunisvesi,Alex Mattson
4551,Q5212883,Damon,Sharpe,,,US,3Woqe3KegExVyrEK1I6ITJ,,Damon Sharpe
4552,Q15873924,Cimo,Fränkel,1989-03-13,,NL,76ftqv1cm1EkrgWiC1pUUV,,Cimo Fränkel
4553,Q17385969,Kendji,Maillé,1996-07-03,,FR,4IS4EyXNmiI2w5SRCjMtEF,Kendji Jason Maillé,Kendji Girac
4554,Q96742728,Jahyanaï,,1991-09-21,,,4ASk9it8lXjK4KrkoFXPlN,,Jahyanaï
4555,Q56393695,Marion,Jola,2000-06-12,,ID,5Bh3L78YDNSWljRR1JO5C5,,Marion Jola
4556,Q12508265,Rayi,Putra Rahardjo,1987-06-26,,ID,3FduEXHFSq8Hboekc8JMUR,,Rayi Putra Rahardjo
4557,Q15778609,Rocco,Pagliarulo,1994-11-21,,IT,0L1f9i3L3fkMNENljDOsjG,Rocco Pagliarulo,Rocco Hunt
4558,Q86574582,August,08,,,,2iB8eFB6flwQculkUrRssi,,August 08
4559,Q12033409,Fatin,Shidqia Lubis,1996-07-30,,ID,0eEtC2qqBc20Y6atz1N1kI,Fatin Shidqia Lubis,Fatin Shidqia
4560,Q28476439,Azlina,Aziz,1962-06-06,,MY,6dcMIBW9nvLYwNjigIDuS2,,Azlina Aziz
4561,Q104474129,Joshua,Nolet,,,NL,2DJWNlGHpzlTwdIpVkjRBV,,Joshua Nolet
4562,Q150767,Edward Benjamin,Britten,1913-11-22,1976-12-04,GB,2FqIoJ9XUWnjGSp9Ty90eo,Edward Benjamin Britten,Benjamin Britten
4563,c5d66a6d-b854-4c0c-821c-8b2ab988c0f8,Jugs,Jugueta,,,PH,5cYJYBMg1n71v7cvthr1SO,,Jugs Jugueta
4564,Q5102264,Chito,Miranda,1976-02-07,,PH,2XHTklRsNMOOQT56Zm3WS4,,Chito Miranda
4565,e9fc4d44-1a9e-41d4-9dae-4c25d87a5e14,Piotr,Sibiński,,,PL,2EJzUdaDAwfqcjpQcRAYdQ,,Piotr Sibiński
4566,Q23061233,Mateusz,Dopieralski,1988,,PL,2EJzUdaDAwfqcjpQcRAYdQ,,Mateusz Dopieralski
4567,Q97274750,Katarzyna Anna,,1980,,PL,71tiWMKZ5wpl6E0BdwVQza,,Katarzyna Oleś-Blacha
4568,Q60831965,Sebastian,Czekaj,1996-05-05,,,4nPxrGG7k7aEKmNLsfX4cd,Sebastian Czekaj,White 2115
4569,Q19364790,James John,Abrahart,1988-06-12,,GB,6oSTtYd3B3OJubFU8mVhHQ,James John Abrahart,James 'JHart' Abrahart
4570,Q19560068,Alec,Benjamin,1994-05-28,,US,5IH6FPUwQTxPSXurCrcIov,,Alec Shane Benjamin
4571,Q4891479,Belgin,Sarılmışer,1958-07-15,1989-08-14,TR,0OjAaymO59uGiFmfpJrQpl,Belgin Sarılmışer,Bergen
4572,Q2685524,Gökhan,Tepe,1978-02-08,,TR,6C2dcLMiM7ReleaXaiHsw5,,Gökhan Tepe
4573,Q63345418,Muhammet,Raşit Çil,1996-01-02,,FR,4m90Zo0X5ACTTk27IZ9eMY,Muhammet Raşit Çil,MRC
4574,Q102078013,Ayşe,Akın Özdemir,1992-01-24,,BE,4sKbPOdIgNnOVPVroToAmA,,Ayshe
4575,Q701532,Yoga,Lin,1987-07-01,,TW,1GPoTgvXd5OqZMF1akOsV2,,Yoga Lin
4576,Q9320126,Peter,Pan,1984-06-20,,,1qCOBZplMcXhK9wxsg7QMY,,Peter Pan
4577,Q194220,Naser,Jones,1973-09-14,,US,20qISvAhX20dpIbOOzGK3q,Nasir bin Olu Dara Jones,Nas
4578,Q54861040,Danielle,Balbuena,1997-06-13,,US,12Zk1DFhCbHY6v3xep2ZjI,,070 Shake
4579,ba15cb04-ec8f-4ae7-b761-5477d063a69c,Loski,,2000,,GB,5VNMclLseLzRnVhvkrqdpn,,Loski
4580,Q3080517,Loredana,Groza,1970-06-10,,RO,2Im8m4STDBosjfmb5hmP80,,Loredana Groza
4581,Q17267219,Lúcio,Silva de Souza,1988-07-03,,BR,50sftj2oW2iBviA6RkTzsz,Lúcio Silva de Souza,Silva
4582,Q26689993,Malte,Ebert,1994,,DK,3UaEtP4pJGDhyEzy47AMzl,,Gulddreng
4583,Q56448700,Roi,Méndez,1993-09-30,,ES,55e3PARQefUOrTPIDTbURW,,Roi Méndez
4584,Q55190966,Lukas,Leon,1997,,FI,1lDaPfGRA6miVIOjZbY50n,,Lukas Leon
4585,Q57943850,Ringa,Manner,,,FI,7y3uvzm0oMkZ9HAUOFyumv,,Ringa Manner
4586,Q11882972,Mirel,Wagner,1987-12-03,,FI,599W9qxs3LzkiiEmkoK6Kx,,Mirel Wagner
4587,Q21587809,Fred,De Palma,1989-11-03,,IT,0QrUbsrL5imqntAfDl8i7q,,Fred De Palma
4588,Q64774987,Numidia,,1999-12-07,,NL,3OMZaRPVE5OI1IkDbZFBFU,,Numidia
4589,Q1954437,Leoš,Mareš,1976-04-27,,CZ,4TdxMK2fOY7eOBvgtDwbVC,,Leoš Mareš
4590,Q36153,Beyoncé Giselle,Knowles Carter,1981-09-04,,US,4fpTMHe34LC5t3h5ztK8qu,Beyonce Giselle Knowles,Beyoncé
4591,Q62766,Shawn Corey,Carter,1969-12-04,,US,4fpTMHe34LC5t3h5ztK8qu,Shawn Corey Carter,Jay-Z
4592,Q62571034,Blac,Youngsta,1990-04-08,,US,41klVmDluQZmGGqoidNfbe,,Blac Youngsta
4593,Q1138490,Alex,James,1968-11-21,,GB,4BHU68IINW0fZNRIvSOir5,,Alex James
4594,Q438885,Bernard,Sumner,1956-01-04,,GB,0yNLKJebCb8Aueb54LYya3,,Bernard Sumner
4595,Q539897,Stephen Paul David,Morris,1957-10-28,,GB,0yNLKJebCb8Aueb54LYya3,Stephen Paul David Morris,Stephen Morris
4596,Q271981,Gillian Lesley,Gilbert,1961-01-27,,GB,0yNLKJebCb8Aueb54LYya3,Gillian Lesley Gilbert,Gillian Gilbert
4597,Q741390,Phil,Cunningham,1974-12-07,,GB,0yNLKJebCb8Aueb54LYya3,,Phil Cunningham
4598,Q16213904,Tom,Chapman,1972-05-15,,GB,0yNLKJebCb8Aueb54LYya3,,Tom Chapman
4599,Q19959133,Kushtrim,Ademi,1991-03-01,,XK,1ReCqmDLLcp6Z0bCh2JDCA,,Capital T
4600,Q565419,Xatar,,1981-12-24,,DE,6XFQvBHGEr3mRfOHcqPXv8,,Xatar
4601,Q88491,Leo,Aberer,1978-03-27,,AT,4EXVZI73RObbQTd4vSmwyS,,Leo Aberer
4602,Q311748,Luigino Celestino,Di Agostino,1967-12-17,,IT,1OAjDaKgg00KCUYqDe68un,Luigino Celestino di Agostino,Gigi D'Agostino
4603,Q17410480,Di,Muhammad Devirzha,1990-05-12,,ID,5iHfwaDNZ11Y0yAyQVYDmy,,Di Muhammad Devirzha
4604,Q3796674,Manuel,Cuni,1983-09-16,,IT,7DR9xoJx5h6hvrtNFXiuly,Manuel Cuni,Immanuel Casto
4605,Q63164253,Young,Ellens,,,NL,0SuC1Z51R9kleDO1pj3Gub,,Young Ellens
4606,Q47037314,Алексей,Узенюк,1994-07-09,,RU,0Cm90jv892OeEegB3ELmvN,Алексей Узенюк,Eldzhey
4607,Q47037259,Fedor,,1992-02-09,,RU,3EsjO0y0DE1GC453Sgyr7Z,,Feduk
4608,Q5307163,Drew,Deezy,1901,,US,6EoXtJUmzYqNzkMVH1o5gN,,Drew Deezy
4609,Q4753783,Anders,Glenmark,1953-11-20,,SE,18zO6eeR1PG505akCHt9yB,,Anders Glenmark
4610,Q6029842,Hans Thomas,Eriksson,1958-11-29,,SE,18zO6eeR1PG505akCHt9yB,Hans Thomas Eriksson,Orup
4611,Q4353213,Bo Anders Niklas,Strömstedt,1958-07-25,,SE,18zO6eeR1PG505akCHt9yB,Bo Anders Niklas Strömstedt,Niklas Strömstedt
